taxid	superkingdom	kingdom	phylum	class	order	family	genus	species
1231072	Bacteria	Kin_Terrabacteria group	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium tetani
1194085	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
1218933	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	Pectobacterium carotovorum
1224163	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium maris
1193806	Bacteria	Kin_Terrabacteria group	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi
1191523	Bacteria	Kin_FCB group	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	Melioribacter	Melioribacter roseus
1228987	Bacteria	Kin_Terrabacteria group	Cyanobacteria	Cla_of_unclassified Cyanobacteria	Ord_of_unclassified Cyanobacteria	Fam_of_unclassified Cyanobacteria	Gen_unclassified Cyanobacteria	cyanobacterium endosymbiont of Epithemia turgida
1163617	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Sulfuricellaceae	Sulfuricella	Sulfuricella denitrificans
1172562	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter cinaedi
1248903	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
1261129	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
1218353	Bacteria	Kin_PVC group	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia psittaci
1166130	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sp. R4-368
1205677	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium canettii
1249658	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei
1249471	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei
1232554	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
1150475	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus velezensis
1244111	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
1260222	Bacteria	Kin_PVC group	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia trachomatis
1208923	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Ord_Betaproteobacteria incertae sedis	Fam_of_Candidatus Kinetoplastibacterium	Candidatus Kinetoplastibacterium	Candidatus Kinetoplastibacterium blastocrithidii
1157616	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea werneckii
1170230	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium digitatum
1249668	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia ubonensis
1192197	Bacteria	Kin_Terrabacteria group	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Pelosinus	Pelosinus fermentans
1183378	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter coli
1177187	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae
1182534	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida albicans
1206105	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis
1234679	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	Carnobacterium maltaromaticum
1243621	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
1151116	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Rahnella	Rahnella aquatilis
1249655	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis
1234368	Bacteria	Kin_PVC group	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia pecorum
1215336	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton interdigitale
1163643	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces kudriavzevii
1161918	Bacteria	Kin_of_Spirochaetes	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira pilosicoli
1163743	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori
1229664	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
1155084	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
1203670	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae
1249664	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia thailandensis
1261557	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis
1182967	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae
1163638	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces kudriavzevii
1213857	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum orbiculare
1233100	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
1165457	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces kudriavzevii
1239307	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Bruguierivoracaceae	Sodalis	Sodalis praecaptivus
1215334	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton rubrum
1160717	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
1208919	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Ord_Betaproteobacteria incertae sedis	Fam_of_Candidatus Kinetoplastibacterium	Candidatus Kinetoplastibacterium	Candidatus Kinetoplastibacterium desouzaii
1244112	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
1235834	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kosakonia	Kosakonia sacchari
1249474	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei
1170318	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium avidum
1183380	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter coli
1173263	Bacteria	Kin_Terrabacteria group	Cyanobacteria	Cla_of_Synechococcales	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 7502
1155766	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium
1199187	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium avium
1245469	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium oligotrophicum
1171377	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Bibersteinia	Bibersteinia trehalosi
1260251	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Spiribacter	Spiribacter salinus
1202536	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Candidatus Carsonella	Candidatus Carsonella ruddii
1202554	Eukaryota	Fungi	Ascomycota	Cla_of_unclassified Ascomycota	Ord_of_unclassified Ascomycota	Fam_of_unclassified Ascomycota	Gen_unclassified Ascomycota	Cerataphis brasiliensis yeast-like symbiont
1208660	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella parapertussis
1184253	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma phagocytophilum
1144889	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Geodermatophilales	Geodermatophilaceae	Modestobacter	Modestobacter marinus
1178016	Eukaryota	Fungi	Microsporidia	Cla_of_Apansporoblastina	Ord_of_Apansporoblastina	Unikaryonidae	Encephalitozoon	Encephalitozoon romaleae
1215328	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton rubrum
1208918	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Ord_Betaproteobacteria incertae sedis	Fam_of_Candidatus Kinetoplastibacterium	Candidatus Kinetoplastibacterium	Candidatus Kinetoplastibacterium crithidii
1193807	Bacteria	Kin_Terrabacteria group	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi
1197325	Bacteria	Kin_Terrabacteria group	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma wenyonii
1224162	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium marinum
1217721	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella	Dyella japonica
1173025	Bacteria	Kin_Terrabacteria group	Cyanobacteria	Cla_of_Oscillatoriophycideae	Oscillatoriales	Coleofasciculaceae	Geitlerinema	Geitlerinema sp. PCC 7407
1163742	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori
1233873	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus sp. GHH01
1208611	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
1224164	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium vitaeruminis
1241582	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia thailandensis
1223515	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium humireducens
1157948	Bacteria	Kin_of_Thermotogae	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga sp. 2812B
1189303	Bacteria	Kin_FCB group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Fam_Flavobacteriales incertae sedis	Candidatus Sulcia	Candidatus Sulcia muelleri
1205676	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium canettii
1229205	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia phenoliruptrix
1163641	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces kudriavzevii
1227739	Bacteria	Kin_FCB group	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter swuensis
1234141	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes
1183377	Archaea	Kin_of_Euryarchaeota	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	Pyrococcus sp. ST04
1159083	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae
1218358	Bacteria	Kin_PVC group	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia psittaci
1182535	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida albicans
1262449	Bacteria	Kin_Terrabacteria group	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium pasteurianum
1245471	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas resinovorans
1182540	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida albicans
1259844	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. FGI182
1249662	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia thailandensis
1249477	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei
1208920	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Ord_Betaproteobacteria incertae sedis	Fam_of_Candidatus Kinetoplastibacterium	Candidatus Kinetoplastibacterium	Candidatus Kinetoplastibacterium oncopeltii
1199150	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae
1247726	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Advenella	Advenella mimigardefordensis
1151754	Eukaryota	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Moesziomyces	Moesziomyces antarcticus
1156913	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis orientalis
1220926	Eukaryota	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor circinelloides
1160721	Bacteria	Kin_Terrabacteria group	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus bicirculans
1147787	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
1236908	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Drosophila simulans
1221877	Bacteria	Kin_PVC group	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia psittaci
1249634	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia marcescens
1162310	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces	Kluyveromyces marxianus
1182531	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida albicans
1249651	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis
1182536	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida albicans
1218356	Bacteria	Kin_PVC group	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia psittaci
1151026	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium sphaerospermum
1214179	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis
1165456	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces kudriavzevii
1246626	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alkalihalobacillus	Alkalihalobacillus lehensis
1201032	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni
1163644	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces kudriavzevii
1249650	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis
1239881	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Candidatus Portiera	Candidatus Portiera aleyrodidarum
1150469	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Pararhodospirillum	Pararhodospirillum photometricum
1220533	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
1166018	Bacteria	Kin_FCB group	Bacteroidetes	Cytophagia	Cytophagales	Spirosomaceae	Fibrella	Fibrella aestuarina
1234603	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Candidatus Moranella	Candidatus Moranella endobia
1234369	Bacteria	Kin_PVC group	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia pecorum
1147130	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	Pasteurella multocida
1204343	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
1239934	Bacteria	Kin_of_Spirochaetes	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella afzelii
1243619	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
1194424	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Zymomonadaceae	Zymomonas	Zymomonas mobilis
1249656	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis
1212765	Bacteria	Kin_Terrabacteria group	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Candidatus Mycoplasma haemolamae
1193576	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
1250339	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia thailandensis
1144275	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Corallococcus	Corallococcus coralloides
1156937	Bacteria	Kin_PVC group	Verrucomicrobia	Methylacidiphilae	Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum	Methylacidiphilum fumariolicum
1173026	Bacteria	Kin_Terrabacteria group	Cyanobacteria	Cla_of_Oscillatoriophycideae	Chroococcales	Chroococcaceae	Gloeocapsa	Gloeocapsa sp. PCC 7428
1249473	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei
1196325	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida
1211776	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni
1155071	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans
1183401	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium	Agrobacterium fabacearum
1234142	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes
1247189	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus dysgalactiae
1163748	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter nauticus
1228997	Bacteria	Kin_FCB group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Riemerella	Riemerella anatipestifer
1262450	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Ophiostoma	Ophiostoma piceae
